Question ID: 1; Prediction: b; Correct Answer: c; [[-934.96529606564036], [-920.06105536259679], [-983.75811539794893], [-972.30237719994318], [-973.40980363812582]]; False.
Question ID: 431; Prediction: a; Correct Answer: d; [[-565.28015309960517], [-771.73704765166394], [-793.14376084538776], [-846.54805484945905], [-711.50437456945519]]; False.
Question ID: 432; Prediction: a; Correct Answer: b; [[-648.52302538139327], [-743.70616831220445], [-693.38431617042136], [-680.06731169527791], [-771.92225865348485]]; False.
Question ID: 433; Prediction: a; Correct Answer: e; [[-1008.1977311172675], [-1129.9145288175584], [-1174.7848135269805], [-1248.4016850513444], [-1276.2279343844109]]; False.
Question ID: 434; Prediction: c; Correct Answer: e; [[-1130.2995620297997], [-1062.8213078648121], [-1011.8349584764708], [-1102.5381099954841], [-1158.498923320082]]; False.
Question ID: 435; Prediction: c; Correct Answer: a; [[-959.31467345659189], [-946.39645077837179], [-851.03764749114316], [-962.6583146825227], [-958.95912974052317]]; False.
Question ID: 436; Prediction: b; Correct Answer: b; [[-1076.6446613253306], [-998.19881726327196], [-1087.7967213941945], [-1071.7943256452393], [-1118.5877234184607]]; True.
Question ID: 437; Prediction: e; Correct Answer: b; [[-953.54653600528627], [-990.79091416435631], [-971.13026419656512], [-1108.3720356772262], [-898.73285305060415]]; False.
Question ID: 438; Prediction: e; Correct Answer: b; [[-673.79338657581661], [-764.86845010874424], [-735.29043362145615], [-745.32289962041659], [-672.31872955081747]]; False.
Question ID: 439; Prediction: a; Correct Answer: e; [[-922.44722310049951], [-938.88653965664651], [-983.04299508769338], [-940.95872406874105], [-968.81226047514951]]; False.
Question ID: 440; Prediction: c; Correct Answer: a; [[-1127.7959892934159], [-996.52074554666399], [-995.39823025806527], [-1122.4390767692998], [-1110.2446759822153]]; False.
Question ID: 441; Prediction: c; Correct Answer: e; [[-1177.7337732989192], [-1167.5614605788583], [-1096.7450091071312], [-1201.9166755643425], [-1255.3191990061732]]; False.
Question ID: 442; Prediction: d; Correct Answer: a; [[-639.37288871156159], [-774.89546831918744], [-732.10063947982223], [-638.89256903273474], [-657.33326472094973]]; False.
Question ID: 443; Prediction: b; Correct Answer: a; [[-1171.0772505175501], [-968.6821963074259], [-1159.8381050668431], [-1062.1527280132034], [-1133.224696322548]]; False.
Question ID: 444; Prediction: a; Correct Answer: a; [[-876.60572997266274], [-933.75072789439309], [-1016.4507078327356], [-1070.1650024590749], [-1005.2434778426574]]; True.
Question ID: 445; Prediction: b; Correct Answer: d; [[-912.27384205566705], [-870.28258758044035], [-1005.8834809320778], [-1053.0296759368809], [-1046.3324868979619]]; False.
Question ID: 446; Prediction: c; Correct Answer: e; [[-993.88392752769232], [-1082.2356897102197], [-987.86835475954501], [-999.947630784789], [-1073.1186445620235]]; False.
Question ID: 447; Prediction: a; Correct Answer: d; [[-730.57321102630806], [-809.48183374791358], [-824.88976946116554], [-760.95429622397853], [-764.86024232749287]]; False.
Question ID: 448; Prediction: d; Correct Answer: c; [[-739.2196393611174], [-812.32732297962514], [-834.59315181710349], [-694.39507125272655], [-706.60676227727151]]; False.
Question ID: 449; Prediction: c; Correct Answer: e; [[-622.23265448267], [-628.4425857086967], [-607.49146749449267], [-644.61446928389751], [-660.78000601169822]]; False.
Question ID: 450; Prediction: e; Correct Answer: d; [[-838.5197712549284], [-822.95207578220311], [-827.81867546316346], [-903.28389748169957], [-806.89650029449717]]; False.
Question ID: 451; Prediction: d; Correct Answer: d; [[-704.55870867086526], [-839.29932311464654], [-828.31127736831695], [-693.59121030297945], [-768.28145526717708]]; True.
Question ID: 452; Prediction: d; Correct Answer: b; [[-591.97841630305061], [-509.92497445315553], [-414.20873926878011], [-333.58834779165278], [-639.34180830795594]]; False.
Question ID: 453; Prediction: a; Correct Answer: b; [[-845.24285126102336], [-950.75606318033942], [-955.6195693046285], [-1021.5903083998628], [-960.5268051718266]]; False.
Question ID: 454; Prediction: c; Correct Answer: b; [[-958.4361863743261], [-1002.6931052364665], [-879.18673188579169], [-898.49295351427259], [-891.73667365704603]]; False.
Question ID: 455; Prediction: b; Correct Answer: c; [[-760.49500844096281], [-701.37431145683627], [-844.80112300865994], [-710.2226452120002], [-718.38627848448277]]; False.
Question ID: 456; Prediction: e; Correct Answer: c; [[-850.39778681370524], [-956.58028684309136], [-845.85146372792451], [-846.10803891077785], [-827.31735318030258]]; False.
Question ID: 457; Prediction: c; Correct Answer: e; [[-1070.1965694944936], [-939.98617400283786], [-913.13263099505218], [-959.15791145419757], [-1065.9179824365776]]; False.
Question ID: 458; Prediction: c; Correct Answer: b; [[-709.63396938748815], [-732.32617517002836], [-654.52092274187248], [-825.740821680115], [-803.23949840454577]]; False.
Question ID: 459; Prediction: e; Correct Answer: a; [[-818.21841455326205], [-843.34389065137043], [-828.88384613481753], [-735.14238032363846], [-725.50978093131368]]; False.
Question ID: 460; Prediction: d; Correct Answer: e; [[-927.12134593416044], [-693.61856627028419], [-859.2038463256996], [-675.86543831578911], [-973.51213064171463]]; False.
Question ID: 461; Prediction: a; Correct Answer: d; [[-1183.5352385614153], [-1196.1950871582767], [-1238.5653194565903], [-1195.4903126904405], [-1191.0168312526241]]; False.
Question ID: 462; Prediction: c; Correct Answer: d; [[-828.19064977003893], [-757.75893344336146], [-601.77087858825871], [-799.71237553107107], [-833.59151134650642]]; False.
Question ID: 463; Prediction: e; Correct Answer: b; [[-820.70453234960337], [-872.16823585578652], [-883.376595526031], [-859.29611466574431], [-809.57259845810859]]; False.
Question ID: 464; Prediction: b; Correct Answer: a; [[-980.04113274325073], [-837.70779301346306], [-980.60628652770947], [-907.97350316982568], [-914.06145709776706]]; False.
Question ID: 465; Prediction: a; Correct Answer: e; [[-740.3751882822354], [-785.14133884668649], [-878.82103565297689], [-881.93918936591729], [-778.62656468676482]]; False.
Question ID: 466; Prediction: b; Correct Answer: c; [[-910.45609724538167], [-849.82783884478931], [-933.13850527751174], [-989.12429297828169], [-908.03151612242038]]; False.
Question ID: 467; Prediction: e; Correct Answer: a; [[-742.52410996406547], [-797.18862297093051], [-739.46342963206189], [-723.5361485787821], [-686.01995158172713]]; False.
Question ID: 468; Prediction: a; Correct Answer: b; [[-769.51070861419294], [-896.06101282825273], [-831.10049084538048], [-808.41090805649833], [-800.29544995218328]]; False.
Question ID: 469; Prediction: a; Correct Answer: b; [[-872.94164950711456], [-892.21754166061407], [-991.79002875297101], [-1097.0567872212778], [-1074.7397631658625]]; False.
Question ID: 470; Prediction: c; Correct Answer: d; [[-842.77075067316241], [-832.92331075238519], [-728.03719934128389], [-749.88259963893904], [-808.19442841021032]]; False.
Question ID: 471; Prediction: a; Correct Answer: d; [[-617.77818670282954], [-899.96115416890802], [-896.86884702392524], [-833.4922696111164], [-893.01183084890022]]; False.
Question ID: 472; Prediction: e; Correct Answer: a; [[-927.57085788659674], [-878.12841519521351], [-842.3521227592089], [-884.40198434488264], [-735.78782854450174]]; False.
Question ID: 473; Prediction: a; Correct Answer: e; [[-758.03970784803823], [-868.68126635296585], [-858.77454766282131], [-769.56762081169165], [-811.53695711857904]]; False.
Question ID: 474; Prediction: c; Correct Answer: d; [[-926.17346880431489], [-793.59375662458592], [-764.82735284995113], [-844.60951686538465], [-862.18582287142647]]; False.
Question ID: 475; Prediction: b; Correct Answer: b; [[-700.61946502912849], [-431.13737634468038], [-802.42368969484642], [-808.5237556006274], [-796.52345363344023]]; True.
Question ID: 476; Prediction: b; Correct Answer: d; [[-1136.4187138589002], [-1094.399821624389], [-1107.2639030181292], [-1154.2459374384375], [-1129.8603534310325]]; False.
Question ID: 477; Prediction: e; Correct Answer: b; [[-908.82393126980128], [-807.48243550200823], [-853.80042454706984], [-927.31774277577358], [-762.55107239055428]]; False.
Question ID: 478; Prediction: b; Correct Answer: a; [[-881.39243571147153], [-805.18433338824775], [-864.17544705069542], [-806.47509036298129], [-883.61419977074252]]; False.
Question ID: 479; Prediction: e; Correct Answer: c; [[-871.78936741307939], [-940.6839028140771], [-917.26870797834874], [-804.47045917598894], [-676.1582042421096]]; False.
Question ID: 480; Prediction: a; Correct Answer: e; [[-681.60263498120298], [-716.3827433762516], [-771.56860353221464], [-692.175436693969], [-755.84140639062332]]; False.
Question ID: 481; Prediction: a; Correct Answer: b; [[-1027.0670767726224], [-1166.5802142892182], [-1118.59332386286], [-1080.1183973161685], [-1116.9591269983478]]; False.
Question ID: 482; Prediction: a; Correct Answer: d; [[-996.89649588376551], [-1039.3605369067996], [-1082.4240897719351], [-1144.966330047469], [-1080.6815386253104]]; False.
Question ID: 483; Prediction: b; Correct Answer: d; [[-1309.651101713333], [-1109.5523271333027], [-1274.5373658484893], [-1342.3634789626087], [-1237.5259217115261]]; False.
Question ID: 484; Prediction: a; Correct Answer: d; [[-1053.8646657587478], [-1189.2803295996457], [-1103.1137171667458], [-1155.5672320470476], [-1206.6658432252186]]; False.
Question ID: 485; Prediction: b; Correct Answer: b; [[-672.81502725822975], [-439.28726156213281], [-545.465621034881], [-558.38047960109259], [-462.5563714499047]]; True.
Question ID: 486; Prediction: b; Correct Answer: c; [[-891.71001894212043], [-858.63378819126979], [-893.17643205349998], [-895.35489254029255], [-928.13565543238792]]; False.
Question ID: 487; Prediction: b; Correct Answer: d; [[-979.7725234360322], [-975.4240428834554], [-1051.7900867610406], [-978.9338576825121], [-1024.4744723475351]]; False.
Question ID: 488; Prediction: a; Correct Answer: d; [[-547.10727167516097], [-770.98359117124471], [-937.95892632363052], [-898.13095427871747], [-856.71241908582499]]; False.
Question ID: 489; Prediction: c; Correct Answer: d; [[-737.65042225481852], [-740.22768448917338], [-678.4242782983606], [-758.14422326606211], [-740.23793320130176]]; False.
Question ID: 490; Prediction: a; Correct Answer: d; [[-794.48479013774477], [-1031.2810304134889], [-973.14897395523644], [-940.41715818316834], [-993.37251428593754]]; False.
Question ID: 491; Prediction: e; Correct Answer: b; [[-1103.667731698245], [-1103.7098954163491], [-1101.3926614357938], [-1114.9595319233722], [-1100.9445735986535]]; False.
Question ID: 492; Prediction: c; Correct Answer: d; [[-1013.5718408640874], [-925.07514959800244], [-856.85768228218876], [-1062.0111831695915], [-928.83317910953758]]; False.
Question ID: 493; Prediction: d; Correct Answer: e; [[-835.17727413940031], [-905.34374116363335], [-891.90151105520511], [-826.4037961304133], [-892.6175940697151]]; False.
Question ID: 494; Prediction: e; Correct Answer: d; [[-790.68579989349155], [-884.85111728700804], [-825.46382261229212], [-902.29578683039335], [-771.64632444423376]]; False.
Question ID: 495; Prediction: d; Correct Answer: b; [[-600.83180616814946], [-503.73041883055367], [-519.6877277391543], [-492.02139191238678], [-553.65628833455924]]; False.
Question ID: 496; Prediction: e; Correct Answer: d; [[-785.39028290933561], [-863.36188093628095], [-771.10459174832249], [-883.93095887043069], [-619.80382309187223]]; False.
Question ID: 497; Prediction: b; Correct Answer: a; [[-628.11332666154692], [-620.66662256974462], [-697.19608234856639], [-662.57934797275641], [-663.66170701604369]]; False.
Question ID: 498; Prediction: e; Correct Answer: a; [[-1219.4344416361555], [-1160.3677693011041], [-1183.0343066580051], [-1112.8230159419331], [-1110.5573789396378]]; False.
Question ID: 499; Prediction: d; Correct Answer: c; [[-727.63125903237437], [-743.0663234245161], [-868.89620707030065], [-662.17378015253382], [-827.5834078629955]]; False.
Question ID: 500; Prediction: b; Correct Answer: d; [[-913.45813315393627], [-840.9844487690857], [-925.91848335192958], [-911.77042489992471], [-864.70866495184612]]; False.
Question ID: 501; Prediction: b; Correct Answer: c; [[-763.51061199151684], [-670.70954251325395], [-773.52474910457704], [-719.89750911165834], [-714.10481795082171]]; False.
Question ID: 502; Prediction: d; Correct Answer: d; [[-640.55457531860338], [-604.20486405123927], [-574.36139990386573], [-491.21180696979746], [-530.43150191386314]]; True.
Question ID: 503; Prediction: d; Correct Answer: c; [[-968.68781337594248], [-1007.3633026033103], [-967.39394280448425], [-953.51995523460607], [-1008.6492053951866]]; False.
Question ID: 504; Prediction: e; Correct Answer: c; [[-1021.2359532831362], [-971.81192130659224], [-1020.3866460725287], [-964.26057273103731], [-884.61880903375754]]; False.
Question ID: 505; Prediction: b; Correct Answer: b; [[-1116.2086287557406], [-1078.1480812611233], [-1173.2241571074658], [-1172.8613067790193], [-1159.8777199261226]]; True.
Question ID: 506; Prediction: d; Correct Answer: a; [[-1062.5626324312336], [-954.00804730247319], [-953.97846103665302], [-951.60298248240156], [-1046.562142906565]]; False.
Question ID: 507; Prediction: d; Correct Answer: d; [[-963.82374075653206], [-925.88155236718478], [-914.10937313915167], [-838.31313521338109], [-879.13303868010428]]; True.
Question ID: 508; Prediction: e; Correct Answer: e; [[-1041.3927130586271], [-1023.8589729106233], [-1024.2190965082023], [-1029.9025416678596], [-1003.5760640657384]]; True.
Question ID: 509; Prediction: b; Correct Answer: e; [[-1014.0506017776587], [-886.86222473695864], [-1069.2013832442149], [-1071.2719448650944], [-1030.0278292836733]]; False.
Question ID: 510; Prediction: b; Correct Answer: e; [[-829.29483538268209], [-804.56842870530045], [-890.45328040177014], [-953.21739810005135], [-886.0232709524148]]; False.
Question ID: 511; Prediction: a; Correct Answer: c; [[-803.63201514917967], [-841.15480235208702], [-909.56296026126245], [-879.92772486707509], [-920.52059255893687]]; False.
Question ID: 512; Prediction: a; Correct Answer: e; [[-893.54383967992555], [-935.30245052643181], [-970.89905273106297], [-910.67768634556865], [-976.07470497755537]]; False.
Question ID: 513; Prediction: d; Correct Answer: c; [[-945.83416385702685], [-982.14455945325631], [-892.18286730109457], [-785.14334905461999], [-927.35330483736482]]; False.
Question ID: 514; Prediction: d; Correct Answer: b; [[-599.61662585550732], [-586.3309853488106], [-618.65548988079604], [-420.68552708874705], [-605.79406262266343]]; False.
Question ID: 515; Prediction: c; Correct Answer: e; [[-736.5799441769974], [-818.99467061537734], [-624.01049797021039], [-718.69318347410785], [-775.98886402367225]]; False.
Question ID: 516; Prediction: b; Correct Answer: e; [[-1258.9167357427059], [-1190.8239610425301], [-1207.2529490357247], [-1234.6410052526419], [-1241.9717926884955]]; False.
